Order ID,Product,Quantity Ordered,Price_Each,Order Date,Purchase Address
152452,USB-C Charging Cable,1,$11.95 ,2/14/2019,"711 Hill St, San Francisco, CA 94016"
152453,AA Batteries (4-pack),1,$3.84 ,2/1/2019,"180 Hickory St, Boston, MA 02215"
152454,Bose SoundSport Headphones,1,$99.99 ,2/5/2019,"497 Maple St, Atlanta, GA 30301"
152455,AAA Batteries (4-pack),2,$2.99 ,2/28/2019,"530 Lakeview St, San Francisco, CA 94016"
152456,Bose SoundSport Headphones,1,$99.99 ,2/21/2019,"357 Wilson St, Portland, OR 97035"
152457,Apple Airpods Headphones,1,$150.00 ,2/12/2019,"594 Hickory St, Portland, ME 04101"
Order ID,Product,Quantity Ordered, Price Each ,Order Date,Purchase Address
152458,Flatscreen TV,1,$300.00 ,2/17/2019,"233 Elm St, Los Angeles, CA 90001"
152459,Lightning Charging Cable,1,$14.95 ,2/15/2019,"768 Walnut St, Boston, MA 02215"
152460,Vareebadd Phone,1,$400.00 ,2/4/2019,"363 Madison St, Atlanta, GA 30301"
152460,USB-C Charging Cable,1,$11.95 ,2/4/2019,"363 Madison St, Atlanta, GA 30301"
152461,Macbook Pro Laptop,1,"$1,700.00 ",2/9/2019,"313 Hickory St, Portland, OR 97035"
152462,20in Monitor,1,$109.99 ,2/25/2019,"562 Jackson St, San Francisco, CA 94016"
152463,Apple Airpods Headphones,1,$150.00 ,2/13/2019,"190 Lincoln St, Portland, OR 97035"
152464,AA Batteries (4-pack),1,$3.84 ,2/25/2019,"254 13th St, San Francisco, CA 94016"
152465,USB-C Charging Cable,1,$11.95 ,2/26/2019,"409 Lakeview St, San Francisco, CA 94016"
152466,AAA Batteries (4-pack),3,$2.99 ,2/7/2019,"936 Hickory St, Dallas, TX 75001"
152467,Apple Airpods Headphones,1,$150.00 ,2/26/2019,"669 13th St, Boston, MA 02215"
152468,USB-C Charging Cable,1,$11.95 ,2/23/2019,"987 Adams St, Atlanta, GA 30301"
152469,Apple Airpods Headphones,1,$150.00 ,2/27/2019,"934 Park St, Portland, OR 97035"
152470,AA Batteries (4-pack),1,$3.84 ,2/5/2019,"687 Sunset St, San Francisco, CA 94016"
152471,Flatscreen TV,1,$300.00 ,2/8/2019,"923 Chestnut St, Los Angeles, CA 90001"
152472,Wired Headphones,1,$11.99 ,2/26/2019,"891 13th St, Atlanta, GA 30301"
152472,AA Batteries (4-pack),1,$3.84 ,2/26/2019,"891 13th St, Atlanta, GA 30301"
152473,AA Batteries (4-pack),1,$3.84 ,2/20/2019,"118 Walnut St, Atlanta, GA 30301"
152474,Wired Headphones,2,$11.99 ,2/11/2019,"304 2nd St, San Francisco, CA 94016"
152475,USB-C Charging Cable,1,$11.95 ,2/11/2019,"957 Madison St, San Francisco, CA 94016"
152476,USB-C Charging Cable,1,$11.95 ,2/10/2019,"183 Hill St, Dallas, TX 75001"
152477,AAA Batteries (4-pack),1,$2.99 ,2/25/2019,"390 Forest St, San Francisco, CA 94016"
152478,Wired Headphones,1,$11.99 ,2/10/2019,"165 Ridge St, Boston, MA 02215"
152479,AA Batteries (4-pack),2,$3.84 ,2/15/2019,"83 12th St, Austin, TX 73301"
152480,27in FHD Monitor,1,$149.99 ,2/5/2019,"90 Lincoln St, Los Angeles, CA 90001"
152481,Apple Airpods Headphones,1,$150.00 ,2/16/2019,"411 9th St, Dallas, TX 75001"
152482,AA Batteries (4-pack),1,$3.84 ,2/4/2019,"585 Lincoln St, Seattle, WA 98101"
152483,AAA Batteries (4-pack),2,$2.99 ,2/5/2019,"387 13th St, San Francisco, CA 94016"
152484,AA Batteries (4-pack),1,$3.84 ,2/28/2019,"909 Lincoln St, Los Angeles, CA 90001"
152485,Lightning Charging Cable,1,$14.95 ,2/17/2019,"438 13th St, Austin, TX 73301"
152486,Apple Airpods Headphones,1,$150.00 ,2/22/2019,"118 Park St, Portland, OR 97035"
152487,Wired Headphones,1,$11.99 ,2/20/2019,"876 14th St, Boston, MA 02215"
152488,USB-C Charging Cable,1,$11.95 ,2/15/2019,"286 Meadow St, San Francisco, CA 94016"
152489,Bose SoundSport Headphones,1,$99.99 ,2/15/2019,"655 11th St, Dallas, TX 75001"
152490,Bose SoundSport Headphones,1,$99.99 ,2/25/2019,"701 South St, New York City, NY 10001"
152491,Macbook Pro Laptop,1,"$1,700.00 ",2/1/2019,"328 Park St, Seattle, WA 98101"
152492,AA Batteries (4-pack),1,$3.84 ,2/8/2019,"854 11th St, San Francisco, CA 94016"
152493,Apple Airpods Headphones,1,$150.00 ,2/25/2019,"818 7th St, Los Angeles, CA 90001"
152494,AA Batteries (4-pack),3,$3.84 ,2/20/2019,"223 West St, San Francisco, CA 94016"
152495,Vareebadd Phone,1,$400.00 ,2/26/2019,"302 Hickory St, San Francisco, CA 94016"
152496,Flatscreen TV,1,$300.00 ,2/25/2019,"151 West St, Boston, MA 02215"
152497,27in 4K Gaming Monitor,1,$389.99 ,2/22/2019,"123 1st St, San Francisco, CA 94016"
152498,USB-C Charging Cable,1,$11.95 ,2/7/2019,"780 12th St, San Francisco, CA 94016"
152499,AAA Batteries (4-pack),1,$2.99 ,2/10/2019,"243 6th St, San Francisco, CA 94016"
152500,ThinkPad Laptop,1,$999.99 ,2/9/2019,"668 Forest St, San Francisco, CA 94016"
152501,Vareebadd Phone,1,$400.00 ,2/20/2019,"260 Pine St, Atlanta, GA 30301"
152502,Google Phone,1,$600.00 ,2/12/2019,"690 Jackson St, Boston, MA 02215"
152503,Flatscreen TV,1,$300.00 ,2/14/2019,"310 Meadow St, Seattle, WA 98101"
152504,Apple Airpods Headphones,1,$150.00 ,2/22/2019,"570 Madison St, New York City, NY 10001"
152505,20in Monitor,1,$109.99 ,2/7/2019,"508 8th St, Seattle, WA 98101"
152506,20in Monitor,1,$109.99 ,2/22/2019,"247 9th St, Los Angeles, CA 90001"
152507,USB-C Charging Cable,1,$11.95 ,2/9/2019,"718 Hickory St, San Francisco, CA 94016"
152508,Lightning Charging Cable,1,$14.95 ,2/12/2019,"513 Wilson St, Los Angeles, CA 90001"
152509,Flatscreen TV,1,$300.00 ,2/19/2019,"295 Jackson St, Atlanta, GA 30301"
152510,Bose SoundSport Headphones,1,$99.99 ,2/20/2019,"913 Wilson St, New York City, NY 10001"
152511,USB-C Charging Cable,1,$11.95 ,2/25/2019,"132 5th St, New York City, NY 10001"
152512,Apple Airpods Headphones,1,$150.00 ,2/4/2019,"746 Forest St, Boston, MA 02215"
152513,34in Ultrawide Monitor,1,$379.99 ,2/18/2019,"40 Sunset St, Austin, TX 73301"
152514,USB-C Charging Cable,1,$11.95 ,2/9/2019,"247 Meadow St, Los Angeles, CA 90001"
152515,AAA Batteries (4-pack),1,$2.99 ,2/6/2019,"641 5th St, Boston, MA 02215"
152516,27in FHD Monitor,1,$149.99 ,2/23/2019,"146 Lakeview St, New York City, NY 10001"
152517,Macbook Pro Laptop,1,"$1,700.00 ",2/14/2019,"6 6th St, New York City, NY 10001"
152518,iPhone,1,$700.00 ,2/19/2019,"441 Walnut St, Seattle, WA 98101"
152519,AAA Batteries (4-pack),2,$2.99 ,2/7/2019,"679 1st St, San Francisco, CA 94016"
152520,Lightning Charging Cable,1,$14.95 ,2/10/2019,"579 Sunset St, Atlanta, GA 30301"
152521,Apple Airpods Headphones,1,$150.00 ,2/21/2019,"608 Forest St, San Francisco, CA 94016"
152522,Bose SoundSport Headphones,1,$99.99 ,2/17/2019,"598 Hill St, Austin, TX 73301"
152523,Lightning Charging Cable,1,$14.95 ,2/9/2019,"662 Highland St, San Francisco, CA 94016"
152524,Wired Headphones,1,$11.99 ,2/22/2019,"576 12th St, New York City, NY 10001"
152525,Lightning Charging Cable,1,$14.95 ,2/23/2019,"679 Willow St, San Francisco, CA 94016"
152526,USB-C Charging Cable,1,$11.95 ,2/17/2019,"402 Chestnut St, Boston, MA 02215"
152527,ThinkPad Laptop,1,$999.99 ,2/6/2019,"716 Hill St, San Francisco, CA 94016"
152528,Lightning Charging Cable,1,$14.95 ,2/14/2019,"722 Cherry St, Austin, TX 73301"
152529,Wired Headphones,1,$11.99 ,2/27/2019,"960 Spruce St, San Francisco, CA 94016"
152530,27in FHD Monitor,1,$149.99 ,2/4/2019,"952 North St, San Francisco, CA 94016"
152531,20in Monitor,1,$109.99 ,2/1/2019,"665 13th St, Los Angeles, CA 90001"
152532,USB-C Charging Cable,1,$11.95 ,2/17/2019,"783 Walnut St, San Francisco, CA 94016"
152533,AA Batteries (4-pack),4,$3.84 ,2/5/2019,"631 12th St, New York City, NY 10001"
152534,AA Batteries (4-pack),1,$3.84 ,2/28/2019,"758 Chestnut St, Dallas, TX 75001"
152535,Wired Headphones,1,$11.99 ,2/13/2019,"461 Hill St, New York City, NY 10001"
152536,Google Phone,1,$600.00 ,2/2/2019,"972 Spruce St, Boston, MA 02215"
152537,AA Batteries (4-pack),1,$3.84 ,2/21/2019,"80 Wilson St, Dallas, TX 75001"
152538,Lightning Charging Cable,1,$14.95 ,2/8/2019,"672 Elm St, San Francisco, CA 94016"
152539,Wired Headphones,1,$11.99 ,2/22/2019,"450 Main St, New York City, NY 10001"
152540,AA Batteries (4-pack),1,$3.84 ,2/10/2019,"763 2nd St, Los Angeles, CA 90001"
152541,34in Ultrawide Monitor,1,$379.99 ,2/6/2019,"40 North St, San Francisco, CA 94016"
152542,Wired Headphones,1,$11.99 ,2/23/2019,"228 10th St, Los Angeles, CA 90001"
152543,Wired Headphones,1,$11.99 ,2/14/2019,"831 Lakeview St, New York City, NY 10001"
152544,Wired Headphones,1,$11.99 ,2/4/2019,"727 North St, Atlanta, GA 30301"
152545,AA Batteries (4-pack),2,$3.84 ,2/19/2019,"685 Hill St, Austin, TX 73301"
152546,Lightning Charging Cable,1,$14.95 ,2/13/2019,"584 Maple St, Atlanta, GA 30301"
152547,Wired Headphones,1,$11.99 ,2/16/2019,"76 4th St, Boston, MA 02215"
152548,Apple Airpods Headphones,1,$150.00 ,2/22/2019,"432 Meadow St, Los Angeles, CA 90001"
152549,Apple Airpods Headphones,1,$150.00 ,2/13/2019,"636 Hickory St, San Francisco, CA 94016"
152550,AA Batteries (4-pack),1,$3.84 ,2/2/2019,"285 River St, Seattle, WA 98101"
152551,AA Batteries (4-pack),1,$3.84 ,2/14/2019,"256 Wilson St, New York City, NY 10001"
152552,USB-C Charging Cable,1,$11.95 ,2/7/2019,"999 13th St, San Francisco, CA 94016"
152553,Wired Headphones,1,$11.99 ,2/19/2019,"180 Elm St, San Francisco, CA 94016"
152554,Flatscreen TV,1,$300.00 ,2/25/2019,"885 Cedar St, San Francisco, CA 94016"
152555,Lightning Charging Cable,2,$14.95 ,2/8/2019,"50 Center St, San Francisco, CA 94016"
152556,USB-C Charging Cable,1,$11.95 ,2/18/2019,"90 Lincoln St, New York City, NY 10001"
152557,LG Dryer,1,$600.00 ,2/13/2019,"303 Lake St, Los Angeles, CA 90001"
152558,20in Monitor,1,$109.99 ,2/2/2019,"594 Johnson St, Los Angeles, CA 90001"
152559,AAA Batteries (4-pack),1,$2.99 ,2/8/2019,"934 9th St, San Francisco, CA 94016"
152560,AA Batteries (4-pack),2,$3.84 ,2/4/2019,"254 Highland St, San Francisco, CA 94016"
152561,27in FHD Monitor,1,$149.99 ,2/18/2019,"681 Hill St, Los Angeles, CA 90001"
152562,27in 4K Gaming Monitor,1,$389.99 ,2/15/2019,"67 12th St, San Francisco, CA 94016"
152563,USB-C Charging Cable,1,$11.95 ,2/11/2019,"43 7th St, Boston, MA 02215"
152564,20in Monitor,1,$109.99 ,2/13/2019,"959 7th St, Austin, TX 73301"
152565,Bose SoundSport Headphones,1,$99.99 ,2/19/2019,"721 Chestnut St, Los Angeles, CA 90001"
152566,Google Phone,1,$600.00 ,2/8/2019,"816 13th St, Dallas, TX 75001"
152567,Apple Airpods Headphones,1,$150.00 ,2/18/2019,"282 Lakeview St, Boston, MA 02215"
152568,ThinkPad Laptop,1,$999.99 ,2/15/2019,"413 Ridge St, New York City, NY 10001"
152569,Lightning Charging Cable,1,$14.95 ,2/9/2019,"134 Pine St, Los Angeles, CA 90001"
152570,Wired Headphones,1,$11.99 ,2/6/2019,"963 River St, San Francisco, CA 94016"
152571,Flatscreen TV,1,$300.00 ,2/11/2019,"314 Cherry St, New York City, NY 10001"
152572,AAA Batteries (4-pack),1,$2.99 ,2/8/2019,"954 Church St, Boston, MA 02215"
152573,Wired Headphones,1,$11.99 ,2/1/2019,"739 Jefferson St, Atlanta, GA 30301"
152574,USB-C Charging Cable,1,$11.95 ,2/28/2019,"12 West St, Portland, OR 97035"
152575,AA Batteries (4-pack),1,$3.84 ,2/16/2019,"132 Highland St, New York City, NY 10001"
152576,Lightning Charging Cable,1,$14.95 ,2/3/2019,"40 1st St, San Francisco, CA 94016"
152577,34in Ultrawide Monitor,1,$379.99 ,2/15/2019,"884 Walnut St, New York City, NY 10001"
152578,34in Ultrawide Monitor,1,$379.99 ,2/22/2019,"397 Lincoln St, Boston, MA 02215"
152579,Lightning Charging Cable,1,$14.95 ,2/9/2019,"51 Lake St, Dallas, TX 75001"
152580,AA Batteries (4-pack),1,$3.84 ,2/16/2019,"959 South St, Boston, MA 02215"
152581,Bose SoundSport Headphones,1,$99.99 ,2/8/2019,"218 4th St, Boston, MA 02215"
152582,Lightning Charging Cable,1,$14.95 ,2/7/2019,"356 Center St, Boston, MA 02215"
152583,ThinkPad Laptop,1,$999.99 ,2/19/2019,"707 West St, Los Angeles, CA 90001"
152584,Apple Airpods Headphones,1,$150.00 ,2/1/2019,"85 6th St, San Francisco, CA 94016"
152585,AA Batteries (4-pack),1,$3.84 ,2/18/2019,"770 South St, New York City, NY 10001"
152586,Google Phone,1,$600.00 ,2/18/2019,"531 Church St, Los Angeles, CA 90001"
152587,Google Phone,1,$600.00 ,2/9/2019,"115 14th St, Portland, OR 97035"
152588,Apple Airpods Headphones,1,$150.00 ,2/14/2019,"982 South St, Dallas, TX 75001"
152589,iPhone,1,$700.00 ,2/26/2019,"222 West St, San Francisco, CA 94016"
152590,Apple Airpods Headphones,1,$150.00 ,2/8/2019,"428 Willow St, San Francisco, CA 94016"
152591,27in FHD Monitor,1,$149.99 ,2/23/2019,"589 South St, Seattle, WA 98101"
152592,AA Batteries (4-pack),1,$3.84 ,2/2/2019,"625 6th St, Boston, MA 02215"
152593,AAA Batteries (4-pack),1,$2.99 ,2/16/2019,"862 Washington St, Boston, MA 02215"
152593,iPhone,1,$700.00 ,2/16/2019,"862 Washington St, Boston, MA 02215"
152594,Macbook Pro Laptop,1,"$1,700.00 ",2/25/2019,"26 Madison St, Portland, OR 97035"
152595,Lightning Charging Cable,1,$14.95 ,2/18/2019,"998 Washington St, San Francisco, CA 94016"
152596,Lightning Charging Cable,1,$14.95 ,2/2/2019,"842 Meadow St, San Francisco, CA 94016"
152597,Wired Headphones,1,$11.99 ,2/1/2019,"478 Church St, San Francisco, CA 94016"
152598,27in 4K Gaming Monitor,1,$389.99 ,2/11/2019,"921 9th St, Boston, MA 02215"
152599,AAA Batteries (4-pack),1,$2.99 ,2/8/2019,"283 West St, Portland, OR 97035"
152600,USB-C Charging Cable,1,$11.95 ,2/26/2019,"275 1st St, San Francisco, CA 94016"
152601,Bose SoundSport Headphones,1,$99.99 ,2/4/2019,"574 Sunset St, New York City, NY 10001"
152602,Lightning Charging Cable,1,$14.95 ,2/12/2019,"243 13th St, San Francisco, CA 94016"
152603,USB-C Charging Cable,1,$11.95 ,2/6/2019,"942 Lake St, Los Angeles, CA 90001"
152604,USB-C Charging Cable,1,$11.95 ,2/9/2019,"857 Chestnut St, Dallas, TX 75001"
152605,AA Batteries (4-pack),1,$3.84 ,2/27/2019,"536 5th St, Portland, OR 97035"
152606,AAA Batteries (4-pack),1,$2.99 ,2/24/2019,"44 Adams St, San Francisco, CA 94016"
152607,Flatscreen TV,1,$300.00 ,2/14/2019,"475 Highland St, Boston, MA 02215"
152608,34in Ultrawide Monitor,1,$379.99 ,2/15/2019,"264 Chestnut St, Austin, TX 73301"
152609,iPhone,1,$700.00 ,2/24/2019,"274 Forest St, Seattle, WA 98101"
152610,Google Phone,1,$600.00 ,2/24/2019,"559 Cherry St, San Francisco, CA 94016"
152611,AAA Batteries (4-pack),5,$2.99 ,2/25/2019,"15 Chestnut St, Boston, MA 02215"
152612,Apple Airpods Headphones,1,$150.00 ,2/11/2019,"449 West St, Seattle, WA 98101"
152613,Google Phone,1,$600.00 ,2/13/2019,"283 Hickory St, Portland, OR 97035"
152613,Bose SoundSport Headphones,1,$99.99 ,2/13/2019,"283 Hickory St, Portland, OR 97035"
152614,27in 4K Gaming Monitor,1,$389.99 ,2/8/2019,"642 Pine St, Portland, OR 97035"
152615,20in Monitor,1,$109.99 ,2/2/2019,"184 Center St, Dallas, TX 75001"
152616,Wired Headphones,1,$11.99 ,2/20/2019,"604 Maple St, San Francisco, CA 94016"
152617,Apple Airpods Headphones,1,$150.00 ,2/23/2019,"636 Pine St, San Francisco, CA 94016"
152618,Apple Airpods Headphones,1,$150.00 ,2/19/2019,"544 Lincoln St, Los Angeles, CA 90001"
152619,Lightning Charging Cable,1,$14.95 ,2/26/2019,"597 8th St, Portland, OR 97035"
152620,Apple Airpods Headphones,1,$150.00 ,2/22/2019,"240 Center St, Dallas, TX 75001"
152621,AA Batteries (4-pack),1,$3.84 ,2/12/2019,"342 10th St, Portland, OR 97035"
152622,34in Ultrawide Monitor,1,$379.99 ,2/10/2019,"920 Cherry St, Portland, OR 97035"
152623,USB-C Charging Cable,1,$11.95 ,2/1/2019,"425 Park St, Los Angeles, CA 90001"
152624,AAA Batteries (4-pack),1,$2.99 ,2/3/2019,"281 Willow St, San Francisco, CA 94016"
152625,AAA Batteries (4-pack),1,$2.99 ,2/18/2019,"693 Maple St, Los Angeles, CA 90001"
152626,USB-C Charging Cable,1,$11.95 ,2/12/2019,"411 Cedar St, San Francisco, CA 94016"
152627,Apple Airpods Headphones,1,$150.00 ,2/26/2019,"914 Johnson St, Los Angeles, CA 90001"
Order ID,Product,Quantity Ordered, Price Each ,Order Date,Purchase Address
152628,AAA Batteries (4-pack),2,$2.99 ,2/2/2019,"847 Church St, Dallas, TX 75001"
152629,Apple Airpods Headphones,1,$150.00 ,2/2/2019,"582 1st St, New York City, NY 10001"
152630,iPhone,1,$700.00 ,2/4/2019,"816 Center St, Atlanta, GA 30301"
152630,Apple Airpods Headphones,1,$150.00 ,2/4/2019,"816 Center St, Atlanta, GA 30301"
152631,Apple Airpods Headphones,1,$150.00 ,2/20/2019,"289 Hickory St, Boston, MA 02215"
152632,Wired Headphones,1,$11.99 ,2/22/2019,"934 Dogwood St, Los Angeles, CA 90001"
152633,20in Monitor,1,$109.99 ,2/24/2019,"479 11th St, Atlanta, GA 30301"
152634,Google Phone,1,$600.00 ,2/1/2019,"317 4th St, Boston, MA 02215"
152635,USB-C Charging Cable,1,$11.95 ,2/1/2019,"14 Elm St, New York City, NY 10001"
152636,Google Phone,1,$600.00 ,2/25/2019,"784 Spruce St, Portland, OR 97035"
152637,Flatscreen TV,1,$300.00 ,2/3/2019,"317 Elm St, Los Angeles, CA 90001"
152638,Vareebadd Phone,1,$400.00 ,2/14/2019,"647 Highland St, Boston, MA 02215"
152639,Flatscreen TV,1,$300.00 ,2/13/2019,"874 2nd St, San Francisco, CA 94016"
152640,AA Batteries (4-pack),1,$3.84 ,2/26/2019,"157 Main St, Los Angeles, CA 90001"
152641,Bose SoundSport Headphones,1,$99.99 ,2/13/2019,"255 Johnson St, Dallas, TX 75001"
152642,Wired Headphones,1,$11.99 ,2/24/2019,"672 North St, Seattle, WA 98101"
152643,Bose SoundSport Headphones,1,$99.99 ,2/1/2019,"896 North St, San Francisco, CA 94016"
152644,Bose SoundSport Headphones,1,$99.99 ,2/14/2019,"751 South St, San Francisco, CA 94016"
152644,27in FHD Monitor,1,$149.99 ,2/14/2019,"751 South St, San Francisco, CA 94016"
152645,AAA Batteries (4-pack),2,$2.99 ,2/22/2019,"479 Madison St, Austin, TX 73301"
152646,Wired Headphones,1,$11.99 ,2/21/2019,"881 Willow St, San Francisco, CA 94016"
152647,27in FHD Monitor,1,$149.99 ,2/17/2019,"994 13th St, Dallas, TX 75001"
152648,Wired Headphones,1,$11.99 ,2/20/2019,"923 2nd St, Seattle, WA 98101"
152649,AA Batteries (4-pack),1,$3.84 ,2/24/2019,"121 Park St, Boston, MA 02215"
152650,AA Batteries (4-pack),1,$3.84 ,2/22/2019,"45 Forest St, New York City, NY 10001"
152651,AAA Batteries (4-pack),1,$2.99 ,2/25/2019,"678 Willow St, San Francisco, CA 94016"
152652,20in Monitor,1,$109.99 ,2/4/2019,"526 14th St, New York City, NY 10001"
152653,AAA Batteries (4-pack),2,$2.99 ,2/2/2019,"394 Chestnut St, Portland, OR 97035"
152654,Apple Airpods Headphones,1,$150.00 ,2/3/2019,"897 Jefferson St, Los Angeles, CA 90001"
152655,Bose SoundSport Headphones,1,$99.99 ,2/6/2019,"413 11th St, San Francisco, CA 94016"
152656,AA Batteries (4-pack),1,$3.84 ,2/23/2019,"431 8th St, San Francisco, CA 94016"
152657,Bose SoundSport Headphones,1,$99.99 ,2/8/2019,"278 Dogwood St, San Francisco, CA 94016"
152658,Apple Airpods Headphones,1,$150.00 ,2/10/2019,"105 Pine St, Portland, ME 04101"
152659,27in FHD Monitor,1,$149.99 ,2/28/2019,"397 Maple St, Los Angeles, CA 90001"
152660,Lightning Charging Cable,1,$14.95 ,2/24/2019,"264 Maple St, Los Angeles, CA 90001"
152661,Bose SoundSport Headphones,1,$99.99 ,2/2/2019,"802 Hill St, Los Angeles, CA 90001"
152662,27in FHD Monitor,1,$149.99 ,2/16/2019,"967 Forest St, Atlanta, GA 30301"
152663,AAA Batteries (4-pack),1,$2.99 ,2/17/2019,"839 Cedar St, Los Angeles, CA 90001"
152664,Apple Airpods Headphones,1,$150.00 ,2/2/2019,"477 9th St, New York City, NY 10001"
152665,ThinkPad Laptop,1,$999.99 ,2/27/2019,"833 Washington St, Portland, OR 97035"
152666,Google Phone,2,$600.00 ,2/18/2019,"662 10th St, San Francisco, CA 94016"
152666,Bose SoundSport Headphones,1,$99.99 ,2/18/2019,"662 10th St, San Francisco, CA 94016"
152667,34in Ultrawide Monitor,1,$379.99 ,2/20/2019,"573 9th St, Atlanta, GA 30301"
152668,Lightning Charging Cable,1,$14.95 ,2/13/2019,"329 Madison St, Los Angeles, CA 90001"
152669,USB-C Charging Cable,1,$11.95 ,2/22/2019,"488 11th St, New York City, NY 10001"
152670,ThinkPad Laptop,1,$999.99 ,2/1/2019,"283 13th St, Los Angeles, CA 90001"
152671,Macbook Pro Laptop,1,"$1,700.00 ",2/15/2019,"676 Hill St, Austin, TX 73301"
152672,Lightning Charging Cable,1,$14.95 ,2/13/2019,"899 12th St, San Francisco, CA 94016"
152673,20in Monitor,1,$109.99 ,2/22/2019,"522 Cedar St, New York City, NY 10001"
152674,USB-C Charging Cable,1,$11.95 ,2/16/2019,"218 Maple St, Portland, OR 97035"
152675,Wired Headphones,2,$11.99 ,2/12/2019,"170 Dogwood St, San Francisco, CA 94016"
152676,AAA Batteries (4-pack),1,$2.99 ,2/4/2019,"499 Cedar St, San Francisco, CA 94016"
152677,AAA Batteries (4-pack),1,$2.99 ,2/22/2019,"134 11th St, Boston, MA 02215"
152678,Bose SoundSport Headphones,1,$99.99 ,2/6/2019,"834 10th St, New York City, NY 10001"
152679,USB-C Charging Cable,1,$11.95 ,2/7/2019,"883 12th St, Los Angeles, CA 90001"
152680,USB-C Charging Cable,1,$11.95 ,2/19/2019,"981 Lake St, Dallas, TX 75001"
152681,Bose SoundSport Headphones,1,$99.99 ,2/14/2019,"223 Walnut St, San Francisco, CA 94016"
152682,Bose SoundSport Headphones,1,$99.99 ,2/27/2019,"865 South St, Los Angeles, CA 90001"
152683,Google Phone,1,$600.00 ,2/4/2019,"544 Jefferson St, San Francisco, CA 94016"
152684,Wired Headphones,1,$11.99 ,2/3/2019,"817 Pine St, San Francisco, CA 94016"
152685,AA Batteries (4-pack),1,$3.84 ,2/14/2019,"591 Highland St, Dallas, TX 75001"
152686,USB-C Charging Cable,1,$11.95 ,2/14/2019,"225 Main St, Los Angeles, CA 90001"
152687,USB-C Charging Cable,1,$11.95 ,2/13/2019,"206 Willow St, San Francisco, CA 94016"
152688,Lightning Charging Cable,1,$14.95 ,2/11/2019,"229 Wilson St, San Francisco, CA 94016"
152689,27in FHD Monitor,1,$149.99 ,2/6/2019,"132 Park St, Los Angeles, CA 90001"
152690,Wired Headphones,1,$11.99 ,2/1/2019,"604 5th St, New York City, NY 10001"
152691,AA Batteries (4-pack),1,$3.84 ,2/25/2019,"647 Elm St, Los Angeles, CA 90001"
152692,AA Batteries (4-pack),1,$3.84 ,2/25/2019,"102 Forest St, Los Angeles, CA 90001"
152693,Wired Headphones,1,$11.99 ,2/2/2019,"551 Sunset St, Atlanta, GA 30301"
152694,Wired Headphones,2,$11.99 ,2/1/2019,"621 Chestnut St, Los Angeles, CA 90001"
152695,AA Batteries (4-pack),1,$3.84 ,2/6/2019,"781 Washington St, Boston, MA 02215"
152696,AAA Batteries (4-pack),1,$2.99 ,2/16/2019,"558 Elm St, Dallas, TX 75001"
152697,AAA Batteries (4-pack),1,$2.99 ,2/15/2019,"576 Church St, San Francisco, CA 94016"
152698,Wired Headphones,2,$11.99 ,2/27/2019,"392 Park St, Atlanta, GA 30301"
152699,ThinkPad Laptop,1,$999.99 ,2/6/2019,"910 Elm St, Dallas, TX 75001"
152700,27in 4K Gaming Monitor,1,$389.99 ,2/16/2019,"453 South St, Boston, MA 02215"
152701,34in Ultrawide Monitor,1,$379.99 ,2/10/2019,"774 Maple St, Boston, MA 02215"
152702,Flatscreen TV,1,$300.00 ,2/6/2019,"111 13th St, New York City, NY 10001"
152703,Lightning Charging Cable,1,$14.95 ,2/19/2019,"944 Elm St, Dallas, TX 75001"
152704,Lightning Charging Cable,1,$14.95 ,2/4/2019,"948 Hickory St, Boston, MA 02215"
152705,AA Batteries (4-pack),1,$3.84 ,2/15/2019,"851 Johnson St, New York City, NY 10001"
152706,AAA Batteries (4-pack),1,$2.99 ,2/14/2019,"213 Lincoln St, Atlanta, GA 30301"
152707,Macbook Pro Laptop,1,"$1,700.00 ",2/3/2019,"540 Washington St, Los Angeles, CA 90001"
152708,34in Ultrawide Monitor,1,$379.99 ,2/20/2019,"274 Highland St, Atlanta, GA 30301"
152709,Apple Airpods Headphones,1,$150.00 ,2/21/2019,"656 Park St, Los Angeles, CA 90001"
152710,USB-C Charging Cable,1,$11.95 ,2/12/2019,"439 13th St, Dallas, TX 75001"
152711,USB-C Charging Cable,1,$11.95 ,2/26/2019,"695 River St, Los Angeles, CA 90001"
152712,27in FHD Monitor,1,$149.99 ,2/14/2019,"725 10th St, Dallas, TX 75001"
152713,USB-C Charging Cable,1,$11.95 ,2/5/2019,"264 Park St, Seattle, WA 98101"
152714,Wired Headphones,1,$11.99 ,2/17/2019,"103 12th St, Dallas, TX 75001"
152715,27in FHD Monitor,1,$149.99 ,2/13/2019,"549 River St, Boston, MA 02215"
152716,Google Phone,1,$600.00 ,2/22/2019,"559 Pine St, Boston, MA 02215"
152717,34in Ultrawide Monitor,1,$379.99 ,2/20/2019,"473 Adams St, Portland, OR 97035"
152718,Wired Headphones,1,$11.99 ,2/16/2019,"82 Spruce St, Los Angeles, CA 90001"
152719,USB-C Charging Cable,1,$11.95 ,2/17/2019,"798 Spruce St, San Francisco, CA 94016"
152720,Apple Airpods Headphones,1,$150.00 ,2/2/2019,"705 Chestnut St, San Francisco, CA 94016"
152721,AA Batteries (4-pack),1,$3.84 ,2/8/2019,"311 Cedar St, New York City, NY 10001"
