Order_ID,Product,Quantity_Ordered, Price_Each ,Order_Date,Purchase_Address
251044,Apple Airpods Headphones,1, $150.00 ,9/19/2010,"133 Hill St, Dallas, TX 75001"
251045,iPhone,1, $700.00 ,9/19/2010,"19 13th St, Los Angeles, CA 90001"
251046,Bose SoundSport Headphones,1, $99.99 ,9/19/2005,"957 Madison St, Dallas, TX 75001"
251047,USB-C Charging Cable,1, $11.95 ,9/19/2006,"528 Ridge St, Los Angeles, CA 90001"
251048,Lightning Charging Cable,1, $14.95 ,9/19/2005,"15 2nd St, Boston, MA 02215"
251049,USB-C Charging Cable,1, $11.95 ,9/19/2006,"312 Church St, Atlanta, GA 30301"
251050,Apple Airpods Headphones,1, $150.00 ,9/19/2005,"731 9th St, Seattle, WA 98101"
251051,Apple Airpods Headphones,1, $150.00 ,9/19/2006,"883 2nd St, Atlanta, GA 30301"
251052,Bose SoundSport Headphones,1, $99.99 ,9/19/2008,"416 Park St, Atlanta, GA 30301"
251053,USB-C Charging Cable,1, $11.95 ,9/19/2013,"274 12th St, San Francisco, CA 94016"
251054,AAA Batteries (4-pack),1, $2.99 ,9/19/2029,"752 West St, Los Angeles, CA 90001"
251055,ThinkPad Laptop,1, $999.99 ,9/19/2018,"916 Cherry St, San Francisco, CA 94016"
251056,AA Batteries (4-pack),1, $3.84 ,9/19/2029,"956 9th St, Boston, MA 02215"
251057,Lightning Charging Cable,1, $14.95 ,9/19/2026,"16 Walnut St, Seattle, WA 98101"
251058,34in Ultrawide Monitor,1, $379.99 ,9/19/2026,"90 11th St, Seattle, WA 98101"
251059,Bose SoundSport Headphones,1, $99.99 ,9/19/2016,"252 8th St, Los Angeles, CA 90001"
251060,20in Monitor,1, $109.99 ,9/19/2017,"884 South St, Los Angeles, CA 90001"
251061,Lightning Charging Cable,1, $14.95 ,9/19/2003,"648 Meadow St, San Francisco, CA 94016"
251062,AA Batteries (4-pack),1, $3.84 ,9/19/2001,"109 River St, Atlanta, GA 30301"
251063,Wired Headphones,1, $11.99 ,9/19/2022,"238 Madison St, San Francisco, CA 94016"
251064,Macbook Pro Laptop,1," $1,700.00 ",9/19/2002,"81 Hill St, Los Angeles, CA 90001"
251065,Macbook Pro Laptop,1," $1,700.00 ",9/19/2016,"800 9th St, Portland, OR 97035"
251066,Bose SoundSport Headphones,1, $99.99 ,9/19/2029,"826 Meadow St, Los Angeles, CA 90001"
251067,USB-C Charging Cable,2, $11.95 ,9/19/2004,"698 13th St, San Francisco, CA 94016"
251068,Apple Airpods Headphones,1, $150.00 ,9/19/2002,"463 North St, San Francisco, CA 94016"
251069,AA Batteries (4-pack),1, $3.84 ,9/19/2016,"453 Meadow St, San Francisco, CA 94016"
251070,Wired Headphones,2, $11.99 ,9/19/2022,"105 Forest St, Dallas, TX 75001"
251071,AAA Batteries (4-pack),1, $2.99 ,9/19/2014,"346 11th St, Portland, OR 97035"
251072,Bose SoundSport Headphones,1, $99.99 ,9/19/2014,"786 14th St, Atlanta, GA 30301"
251073,AAA Batteries (4-pack),2, $2.99 ,9/19/2018,"165 Hickory St, Dallas, TX 75001"
251074,Bose SoundSport Headphones,1, $99.99 ,9/19/2001,"510 Walnut St, Dallas, TX 75001"
251075,AAA Batteries (4-pack),1, $2.99 ,9/19/2001,"591 Madison St, San Francisco, CA 94016"
251076,27in FHD Monitor,1, $149.99 ,9/19/2010,"863 North St, Seattle, WA 98101"
251077,Wired Headphones,1, $11.99 ,9/19/2020,"599 Willow St, San Francisco, CA 94016"
251078,AA Batteries (4-pack),1, $3.84 ,9/19/2014,"588 Center St, Atlanta, GA 30301"
251079,LG Washing Machine,1, $600.00 ,9/19/2019,"343 Adams St, San Francisco, CA 94016"
251080,Wired Headphones,1, $11.99 ,9/19/2008,"996 12th St, Boston, MA 02215"
251081,Lightning Charging Cable,2, $14.95 ,9/19/2021,"679 Elm St, Dallas, TX 75001"
251082,USB-C Charging Cable,1, $11.95 ,9/19/2028,"117 North St, New York City, NY 10001"
251083,AA Batteries (4-pack),2, $3.84 ,9/19/2028,"714 Ridge St, Seattle, WA 98101"
251084,Google Phone,1, $600.00 ,9/19/2002,"926 Forest St, Seattle, WA 98101"
251084,USB-C Charging Cable,2, $11.95 ,9/19/2002,"926 Forest St, Seattle, WA 98101"
251085,USB-C Charging Cable,1, $11.95 ,9/19/2012,"902 Chestnut St, Dallas, TX 75001"
251086,27in FHD Monitor,1, $149.99 ,9/19/2025,"964 Cedar St, Los Angeles, CA 90001"
251087,34in Ultrawide Monitor,1, $379.99 ,9/19/2027,"309 Meadow St, San Francisco, CA 94016"
251088,Wired Headphones,1, $11.99 ,9/19/2020,"837 Church St, Boston, MA 02215"
251089,34in Ultrawide Monitor,1, $379.99 ,9/19/2019,"770 Hickory St, Atlanta, GA 30301"
251090,USB-C Charging Cable,1, $11.95 ,9/19/2003,"601 Lincoln St, Seattle, WA 98101"
251091,Lightning Charging Cable,1, $14.95 ,9/19/2008,"131 6th St, Los Angeles, CA 90001"
251092,34in Ultrawide Monitor,1, $379.99 ,9/19/2015,"985 South St, New York City, NY 10001"
251093,34in Ultrawide Monitor,1, $379.99 ,9/19/2018,"726 11th St, Boston, MA 02215"
251094,AAA Batteries (4-pack),2, $2.99 ,9/19/2022,"454 Jefferson St, Austin, TX 73301"
251095,27in FHD Monitor,1, $149.99 ,9/19/2003,"180 10th St, Los Angeles, CA 90001"
251096,27in FHD Monitor,1, $149.99 ,9/19/2011,"424 Highland St, Los Angeles, CA 90001"
251097,Lightning Charging Cable,1, $14.95 ,9/19/2008,"748 11th St, Los Angeles, CA 90001"
251098,Google Phone,1, $600.00 ,9/19/2019,"410 Sunset St, Boston, MA 02215"
251099,27in 4K Gaming Monitor,1, $389.99 ,9/19/2018,"636 Meadow St, San Francisco, CA 94016"
251100,Wired Headphones,1, $11.99 ,9/19/2008,"109 Park St, Seattle, WA 98101"
251101,USB-C Charging Cable,1, $11.95 ,9/19/2025,"272 Park St, Boston, MA 02215"
251102,Lightning Charging Cable,1, $14.95 ,9/19/2030,"126 7th St, San Francisco, CA 94016"
251103,Wired Headphones,1, $11.99 ,9/19/2010,"316 Lincoln St, San Francisco, CA 94016"
251104,Bose SoundSport Headphones,1, $99.99 ,9/19/2020,"825 Lakeview St, Los Angeles, CA 90001"
251105,ThinkPad Laptop,1, $999.99 ,9/19/2027,"934 Hickory St, San Francisco, CA 94016"
251106,34in Ultrawide Monitor,1, $379.99 ,9/19/2025,"407 Jackson St, Boston, MA 02215"
251107,Wired Headphones,2, $11.99 ,9/19/2012,"678 Cherry St, San Francisco, CA 94016"
251108,Lightning Charging Cable,1, $14.95 ,9/19/2005,"36 4th St, Austin, TX 73301"
251109,USB-C Charging Cable,1, $11.95 ,9/19/2017,"388 13th St, San Francisco, CA 94016"
251110,Macbook Pro Laptop,1," $1,700.00 ",9/19/2030,"704 13th St, San Francisco, CA 94016"
251111,Macbook Pro Laptop,1," $1,700.00 ",9/19/2005,"218 Meadow St, San Francisco, CA 94016"
251112,Vareebadd Phone,1, $400.00 ,9/19/2010,"974 Walnut St, San Francisco, CA 94016"
251113,AAA Batteries (4-pack),2, $2.99 ,9/19/2018,"574 8th St, Los Angeles, CA 90001"
251114,AA Batteries (4-pack),2, $3.84 ,9/19/2019,"310 Highland St, Seattle, WA 98101"
251115,Lightning Charging Cable,1, $14.95 ,9/19/2012,"312 Church St, Portland, ME 04101"
251116,Flatscreen TV,1, $300.00 ,9/19/2005,"464 Forest St, San Francisco, CA 94016"
251117,Lightning Charging Cable,1, $14.95 ,9/19/2012,"200 Meadow St, Dallas, TX 75001"
251118,27in 4K Gaming Monitor,1, $389.99 ,9/19/2004,"516 Church St, Dallas, TX 75001"
251119,Lightning Charging Cable,1, $14.95 ,9/19/2012,"295 North St, Portland, OR 97035"
251120,Wired Headphones,1, $11.99 ,9/19/2017,"996 Main St, Los Angeles, CA 90001"
251121,AAA Batteries (4-pack),1, $2.99 ,9/19/2027,"862 Hill St, Portland, OR 97035"
251122,Lightning Charging Cable,1, $14.95 ,9/19/2024,"781 Walnut St, San Francisco, CA 94016"
251123,Apple Airpods Headphones,1, $150.00 ,9/19/2016,"674 Johnson St, San Francisco, CA 94016"
251124,Wired Headphones,1, $11.99 ,9/19/2024,"742 Cedar St, Dallas, TX 75001"
251125,27in FHD Monitor,1, $149.99 ,9/19/2015,"489 1st St, Los Angeles, CA 90001"
251126,ThinkPad Laptop,1, $999.99 ,9/19/2021,"684 6th St, San Francisco, CA 94016"
251127,Google Phone,1, $600.00 ,9/19/2001,"627 Center St, Los Angeles, CA 90001"
251128,Lightning Charging Cable,1, $14.95 ,9/19/2029,"392 Adams St, Dallas, TX 75001"
251129,Bose SoundSport Headphones,1, $99.99 ,9/19/2006,"632 South St, Dallas, TX 75001"
251130,USB-C Charging Cable,1, $11.95 ,9/19/2008,"736 12th St, Boston, MA 02215"
251131,USB-C Charging Cable,1, $11.95 ,9/19/2003,"608 1st St, San Francisco, CA 94016"
251132,AAA Batteries (4-pack),1, $2.99 ,9/19/2026,"406 Lincoln St, San Francisco, CA 94016"
251132,Flatscreen TV,1, $300.00 ,9/19/2026,"406 Lincoln St, San Francisco, CA 94016"
251133,Apple Airpods Headphones,1, $150.00 ,9/19/2015,"476 Ridge St, New York City, NY 10001"
251134,iPhone,1, $700.00 ,9/19/2016,"281 Center St, Boston, MA 02215"
251134,Lightning Charging Cable,1, $14.95 ,9/19/2016,"281 Center St, Boston, MA 02215"
251135,AAA Batteries (4-pack),3, $2.99 ,9/19/2010,"246 Washington St, Los Angeles, CA 90001"
251136,Bose SoundSport Headphones,1, $99.99 ,9/19/2006,"763 10th St, Los Angeles, CA 90001"
251137,AAA Batteries (4-pack),1, $2.99 ,9/19/2026,"547 West St, New York City, NY 10001"
251138,AA Batteries (4-pack),1, $3.84 ,9/19/2026,"85 Center St, San Francisco, CA 94016"
251139,iPhone,1, $700.00 ,9/19/2027,"929 Ridge St, Los Angeles, CA 90001"
251140,Bose SoundSport Headphones,1, $99.99 ,9/19/2015,"839 Ridge St, Austin, TX 73301"
251141,Lightning Charging Cable,1, $14.95 ,9/19/2021,"93 10th St, San Francisco, CA 94016"
251142,Apple Airpods Headphones,1, $150.00 ,9/19/2024,"686 Sunset St, San Francisco, CA 94016"
251143,USB-C Charging Cable,1, $11.95 ,9/19/2011,"326 Willow St, Austin, TX 73301"
251144,AAA Batteries (4-pack),2, $2.99 ,9/19/2029,"1 Sunset St, New York City, NY 10001"
251145,Wired Headphones,1, $11.99 ,9/19/2005,"725 Spruce St, San Francisco, CA 94016"
251146,27in 4K Gaming Monitor,1, $389.99 ,9/19/2016,"74 North St, Los Angeles, CA 90001"
251147,Bose SoundSport Headphones,1, $99.99 ,9/19/2011,"208 13th St, Boston, MA 02215"
251148,Wired Headphones,1, $11.99 ,9/19/2002,"704 5th St, San Francisco, CA 94016"
251149,AAA Batteries (4-pack),1, $2.99 ,9/19/2002,"783 Center St, Dallas, TX 75001"
251150,Bose SoundSport Headphones,1, $99.99 ,9/19/2021,"46 Park St, New York City, NY 10001"
251151,Wired Headphones,1, $11.99 ,9/19/2026,"487 Jefferson St, Los Angeles, CA 90001"
251152,iPhone,1, $700.00 ,9/19/2016,"861 Madison St, Los Angeles, CA 90001"
251153,34in Ultrawide Monitor,1, $379.99 ,9/19/2016,"624 Jefferson St, Los Angeles, CA 90001"
251154,Bose SoundSport Headphones,1, $99.99 ,9/19/2015,"225 5th St, Los Angeles, CA 90001"
251155,Flatscreen TV,1, $300.00 ,9/19/2001,"510 5th St, San Francisco, CA 94016"
251156,USB-C Charging Cable,1, $11.95 ,9/19/2003,"394 5th St, Boston, MA 02215"
251157,AAA Batteries (4-pack),1, $2.99 ,9/19/2006,"472 Main St, Atlanta, GA 30301"
251158,27in 4K Gaming Monitor,1, $389.99 ,9/19/2011,"66 Forest St, New York City, NY 10001"
251159,USB-C Charging Cable,1, $11.95 ,9/19/2030,"72 Center St, Seattle, WA 98101"
251160,AA Batteries (4-pack),1, $3.84 ,9/19/2029,"709 South St, Austin, TX 73301"
251161,34in Ultrawide Monitor,1, $379.99 ,9/19/2013,"438 Sunset St, Boston, MA 02215"
251162,USB-C Charging Cable,1, $11.95 ,9/19/2026,"991 11th St, Dallas, TX 75001"
251163,Bose SoundSport Headphones,1, $99.99 ,9/19/2023,"931 Ridge St, Seattle, WA 98101"
251164,20in Monitor,1, $109.99 ,9/19/2028,"998 Church St, Seattle, WA 98101"
251165,AAA Batteries (4-pack),1, $2.99 ,9/19/2029,"947 8th St, Boston, MA 02215"
251166,AAA Batteries (4-pack),1, $2.99 ,9/19/2010,"163 4th St, Seattle, WA 98101"
251167,27in FHD Monitor,1, $149.99 ,9/19/2015,"660 Adams St, New York City, NY 10001"
251168,Lightning Charging Cable,1, $14.95 ,9/19/2022,"104 Cedar St, Atlanta, GA 30301"
251169,AAA Batteries (4-pack),1, $2.99 ,9/19/2002,"476 11th St, San Francisco, CA 94016"
251170,AA Batteries (4-pack),1, $3.84 ,9/19/2014,"203 Pine St, San Francisco, CA 94016"
251171,USB-C Charging Cable,2, $11.95 ,9/19/2015,"923 1st St, Atlanta, GA 30301"
251172,Bose SoundSport Headphones,1, $99.99 ,9/19/2012,"36 Willow St, Los Angeles, CA 90001"
251173,AAA Batteries (4-pack),2, $2.99 ,9/19/2026,"351 River St, New York City, NY 10001"
251174,USB-C Charging Cable,1, $11.95 ,9/19/2011,"896 2nd St, San Francisco, CA 94016"
251174,27in 4K Gaming Monitor,1, $389.99 ,9/19/2011,"896 2nd St, San Francisco, CA 94016"
251175,AA Batteries (4-pack),1, $3.84 ,9/19/2007,"853 Lincoln St, New York City, NY 10001"
251176,Apple Airpods Headphones,1, $150.00 ,9/19/2002,"851 Dogwood St, Atlanta, GA 30301"
251177,Bose SoundSport Headphones,1, $99.99 ,9/19/2025,"86 South St, Dallas, TX 75001"
251178,AA Batteries (4-pack),2, $3.84 ,9/19/2006,"263 Cedar St, Austin, TX 73301"
251179,Lightning Charging Cable,1, $14.95 ,9/19/2022,"857 Johnson St, Boston, MA 02215"
251180,Lightning Charging Cable,1, $14.95 ,9/19/2022,"983 14th St, New York City, NY 10001"
251180,Wired Headphones,1, $11.99 ,9/19/2022,"983 14th St, New York City, NY 10001"
251181,Bose SoundSport Headphones,1, $99.99 ,9/19/2011,"506 Meadow St, New York City, NY 10001"
251182,Apple Airpods Headphones,1, $150.00 ,9/19/2008,"354 Johnson St, Los Angeles, CA 90001"
251183,27in FHD Monitor,1, $149.99 ,9/19/2014,"263 North St, Dallas, TX 75001"
251184,20in Monitor,1, $109.99 ,9/19/2029,"997 Highland St, Los Angeles, CA 90001"
251185,USB-C Charging Cable,1, $11.95 ,9/19/2008,"680 North St, Austin, TX 73301"
251186,27in 4K Gaming Monitor,1, $389.99 ,9/19/2028,"244 Center St, Dallas, TX 75001"
251187,AA Batteries (4-pack),3, $3.84 ,9/19/2021,"241 Center St, Los Angeles, CA 90001"
251188,AA Batteries (4-pack),1, $3.84 ,9/19/2002,"87 7th St, Boston, MA 02215"
251189,Wired Headphones,1, $11.99 ,9/19/2026,"722 Maple St, Boston, MA 02215"
251190,AA Batteries (4-pack),1, $3.84 ,9/19/2025,"684 Wilson St, San Francisco, CA 94016"
251191,Bose SoundSport Headphones,1, $99.99 ,9/19/2007,"188 1st St, New York City, NY 10001"
251192,Lightning Charging Cable,1, $14.95 ,9/19/2015,"824 Adams St, Atlanta, GA 30301"
251193,Google Phone,1, $600.00 ,9/19/2009,"379 11th St, San Francisco, CA 94016"
251194,AAA Batteries (4-pack),1, $2.99 ,9/19/2018,"670 Main St, Boston, MA 02215"
251195,27in FHD Monitor,1, $149.99 ,9/19/2007,"160 5th St, San Francisco, CA 94016"
251196,AA Batteries (4-pack),2, $3.84 ,9/19/2019,"281 Highland St, New York City, NY 10001"
251197,AA Batteries (4-pack),1, $3.84 ,9/19/2005,"133 River St, Los Angeles, CA 90001"
251198,USB-C Charging Cable,1, $11.95 ,9/19/2023,"159 Forest St, Dallas, TX 75001"
251199,AAA Batteries (4-pack),2, $2.99 ,9/19/2028,"575 Dogwood St, Seattle, WA 98101"
251200,AAA Batteries (4-pack),1, $2.99 ,9/19/2007,"926 Lincoln St, Atlanta, GA 30301"
251201,Wired Headphones,1, $11.99 ,9/19/2020,"542 North St, Portland, OR 97035"
251202,Wired Headphones,1, $11.99 ,9/19/2006,"971 Adams St, New York City, NY 10001"
251203,Lightning Charging Cable,1, $14.95 ,9/19/2018,"76 Jefferson St, San Francisco, CA 94016"
251204,Google Phone,1, $600.00 ,9/19/2013,"197 Center St, San Francisco, CA 94016"
251205,Bose SoundSport Headphones,1, $99.99 ,9/19/2012,"456 Chestnut St, Los Angeles, CA 90001"
251206,AA Batteries (4-pack),2, $3.84 ,9/19/2004,"478 South St, San Francisco, CA 94016"
251207,Wired Headphones,1, $11.99 ,9/19/2029,"395 Lincoln St, Los Angeles, CA 90001"
251208,Apple Airpods Headphones,1, $150.00 ,9/19/2024,"290 14th St, Portland, OR 97035"
251209,AAA Batteries (4-pack),1, $2.99 ,9/19/2007,"48 12th St, Austin, TX 73301"
251210,ThinkPad Laptop,1, $999.99 ,9/19/2009,"119 Lakeview St, New York City, NY 10001"
251211,Wired Headphones,1, $11.99 ,9/19/2019,"127 Sunset St, Boston, MA 02215"
251212,Bose SoundSport Headphones,1, $99.99 ,9/19/2008,"855 Park St, Atlanta, GA 30301"
251213,AAA Batteries (4-pack),1, $2.99 ,9/19/2013,"359 Wilson St, Austin, TX 73301"
251214,USB-C Charging Cable,1, $11.95 ,9/19/2006,"899 Wilson St, Boston, MA 02215"
251215,USB-C Charging Cable,1, $11.95 ,9/19/2027,"742 Adams St, San Francisco, CA 94016"
251216,20in Monitor,1, $109.99 ,9/19/2003,"814 Walnut St, New York City, NY 10001"
251217,Lightning Charging Cable,1, $14.95 ,9/19/2028,"397 Lake St, New York City, NY 10001"
251218,Bose SoundSport Headphones,1, $99.99 ,9/19/2021,"756 Park St, San Francisco, CA 94016"
251219,AA Batteries (4-pack),1, $3.84 ,9/19/2028,"883 South St, Portland, OR 97035"
251220,Wired Headphones,2, $11.99 ,9/19/2017,"153 Meadow St, Portland, ME 04101"
251220,Wired Headphones,1, $11.99 ,9/19/2017,"153 Meadow St, Portland, ME 04101"
251221,Wired Headphones,1, $11.99 ,9/19/2014,"938 8th St, Los Angeles, CA 90001"
251222,AA Batteries (4-pack),1, $3.84 ,9/19/2026,"755 West St, Dallas, TX 75001"
251223,AAA Batteries (4-pack),3, $2.99 ,9/19/2021,"584 Spruce St, Dallas, TX 75001"
251224,Lightning Charging Cable,1, $14.95 ,9/19/2011,"336 2nd St, New York City, NY 10001"
251225,AA Batteries (4-pack),1, $3.84 ,9/19/2021,"528 Jackson St, San Francisco, CA 94016"
251226,Google Phone,1, $600.00 ,9/19/2007,"999 Lakeview St, Austin, TX 73301"
251226,USB-C Charging Cable,1, $11.95 ,9/19/2007,"999 Lakeview St, Austin, TX 73301"
251227,AAA Batteries (4-pack),1, $2.99 ,9/19/2001,"613 Maple St, San Francisco, CA 94016"
251228,AAA Batteries (4-pack),2, $2.99 ,9/19/2017,"255 Lakeview St, Austin, TX 73301"
251229,AAA Batteries (4-pack),1, $2.99 ,9/19/2027,"488 North St, San Francisco, CA 94016"
251230,USB-C Charging Cable,1, $11.95 ,9/19/2019,"916 8th St, San Francisco, CA 94016"
251231,USB-C Charging Cable,1, $11.95 ,9/19/2023,"24 Lakeview St, New York City, NY 10001"
251232,34in Ultrawide Monitor,1, $379.99 ,9/19/2015,"513 Maple St, Austin, TX 73301"
251233,AA Batteries (4-pack),3, $3.84 ,9/19/2019,"225 14th St, New York City, NY 10001"
251234,Apple Airpods Headphones,1, $150.00 ,9/19/2003,"434 Center St, Boston, MA 02215"
251235,AAA Batteries (4-pack),1, $2.99 ,9/19/2019,"47 12th St, Los Angeles, CA 90001"
251236,Wired Headphones,1, $11.99 ,9/19/2026,"561 Spruce St, Atlanta, GA 30301"
251237,Lightning Charging Cable,1, $14.95 ,9/19/2002,"615 Lakeview St, Los Angeles, CA 90001"
251238,Bose SoundSport Headphones,1, $99.99 ,9/19/2013,"151 5th St, Atlanta, GA 30301"
251239,AAA Batteries (4-pack),2, $2.99 ,9/19/2023,"509 West St, New York City, NY 10001"
251240,Vareebadd Phone,1, $400.00 ,9/19/2009,"507 11th St, Seattle, WA 98101"
251240,USB-C Charging Cable,1, $11.95 ,9/19/2009,"507 11th St, Seattle, WA 98101"
251241,Apple Airpods Headphones,1, $150.00 ,9/19/2004,"837 North St, Los Angeles, CA 90001"
251242,AA Batteries (4-pack),2, $3.84 ,9/19/2005,"847 South St, Atlanta, GA 30301"
251243,Apple Airpods Headphones,1, $150.00 ,10/19/2001,"854 2nd St, Los Angeles, CA 90001"
251244,USB-C Charging Cable,1, $11.95 ,9/19/2007,"973 Adams St, Seattle, WA 98101"
251245,20in Monitor,1, $109.99 ,9/19/2003,"52 Adams St, Portland, OR 97035"
251246,USB-C Charging Cable,1, $11.95 ,9/19/2010,"524 Jefferson St, San Francisco, CA 94016"
251247,Apple Airpods Headphones,1, $150.00 ,9/19/2002,"359 South St, Seattle, WA 98101"
251248,27in FHD Monitor,1, $149.99 ,9/19/2024,"204 Wilson St, New York City, NY 10001"
251249,Google Phone,1, $600.00 ,9/19/2028,"697 Pine St, Portland, OR 97035"
251250,34in Ultrawide Monitor,1, $379.99 ,9/19/2021,"533 2nd St, Los Angeles, CA 90001"
251251,AA Batteries (4-pack),1, $3.84 ,9/19/2028,"420 Madison St, Portland, OR 97035"
251252,Apple Airpods Headphones,1, $150.00 ,9/19/2029,"836 South St, New York City, NY 10001"
251253,Bose SoundSport Headphones,1, $99.99 ,9/19/2004,"291 Madison St, Seattle, WA 98101"
251254,AA Batteries (4-pack),2, $3.84 ,9/19/2019,"982 Forest St, New York City, NY 10001"
251255,27in FHD Monitor,1, $149.99 ,9/19/2008,"383 Johnson St, San Francisco, CA 94016"
251256,AAA Batteries (4-pack),2, $2.99 ,9/19/2009,"779 Willow St, Seattle, WA 98101"
251257,27in FHD Monitor,1, $149.99 ,9/19/2012,"639 West St, San Francisco, CA 94016"
251258,Lightning Charging Cable,1, $14.95 ,9/19/2004,"171 Cherry St, San Francisco, CA 94016"
251259,27in 4K Gaming Monitor,1, $389.99 ,9/19/2030,"206 Cherry St, Seattle, WA 98101"
251260,27in FHD Monitor,1, $149.99 ,9/19/2020,"974 5th St, Los Angeles, CA 90001"
251261,ThinkPad Laptop,1, $999.99 ,9/19/2003,"569 4th St, Atlanta, GA 30301"
251262,Wired Headphones,1, $11.99 ,9/19/2024,"117 Jefferson St, Los Angeles, CA 90001"
251263,Lightning Charging Cable,1, $14.95 ,9/19/2029,"536 Madison St, San Francisco, CA 94016"
251264,AAA Batteries (4-pack),1, $2.99 ,9/19/2007,"68 Washington St, Los Angeles, CA 90001"
251265,34in Ultrawide Monitor,1, $379.99 ,9/19/2016,"639 Spruce St, San Francisco, CA 94016"
251266,AA Batteries (4-pack),1, $3.84 ,9/19/2001,"989 Lake St, Atlanta, GA 30301"
251267,Wired Headphones,1, $11.99 ,9/19/2030,"255 Chestnut St, Los Angeles, CA 90001"
251268,Apple Airpods Headphones,1, $150.00 ,9/19/2015,"323 2nd St, San Francisco, CA 94016"
251269,Wired Headphones,1, $11.99 ,9/19/2016,"485 Sunset St, Atlanta, GA 30301"
251270,AAA Batteries (4-pack),1, $2.99 ,9/19/2020,"902 River St, Portland, ME 04101"
251271,27in FHD Monitor,1, $149.99 ,9/19/2004,"476 Dogwood St, Atlanta, GA 30301"
251272,iPhone,1, $700.00 ,9/19/2017,"780 6th St, Dallas, TX 75001"
251273,Lightning Charging Cable,1, $14.95 ,9/19/2002,"513 Spruce St, New York City, NY 10001"
251274,Wired Headphones,1, $11.99 ,9/19/2004,"253 9th St, San Francisco, CA 94016"
251275,AA Batteries (4-pack),1, $3.84 ,9/19/2013,"176 North St, San Francisco, CA 94016"
251276,ThinkPad Laptop,1, $999.99 ,9/19/2010,"424 Washington St, Portland, OR 97035"
251277,AAA Batteries (4-pack),1, $2.99 ,9/19/2023,"151 Lakeview St, Atlanta, GA 30301"
251278,27in FHD Monitor,1, $149.99 ,9/19/2009,"124 Park St, Austin, TX 73301"
251279,20in Monitor,1, $109.99 ,9/19/2028,"146 Lake St, Austin, TX 73301"
251280,Vareebadd Phone,1, $400.00 ,9/19/2018,"709 Ridge St, San Francisco, CA 94016"
251280,Bose SoundSport Headphones,1, $99.99 ,9/19/2018,"709 Ridge St, San Francisco, CA 94016"
251281,Wired Headphones,1, $11.99 ,9/19/2010,"995 River St, San Francisco, CA 94016"
251282,USB-C Charging Cable,1, $11.95 ,9/19/2009,"599 Willow St, Los Angeles, CA 90001"
251283,AAA Batteries (4-pack),1, $2.99 ,9/19/2028,"211 Elm St, Portland, ME 04101"
251284,27in 4K Gaming Monitor,1, $389.99 ,9/19/2021,"878 Ridge St, Atlanta, GA 30301"
251285,Apple Airpods Headphones,1, $150.00 ,9/19/2018,"225 Highland St, San Francisco, CA 94016"
251286,USB-C Charging Cable,1, $11.95 ,9/19/2001,"593 Jackson St, San Francisco, CA 94016"
251287,Bose SoundSport Headphones,1, $99.99 ,9/19/2024,"232 Jefferson St, Los Angeles, CA 90001"
251288,USB-C Charging Cable,1, $11.95 ,9/19/2014,"929 Jackson St, Los Angeles, CA 90001"
251289,Wired Headphones,1, $11.99 ,9/19/2020,"400 Forest St, San Francisco, CA 94016"
251290,Google Phone,1, $600.00 ,9/19/2028,"180 Jackson St, Seattle, WA 98101"
251291,AA Batteries (4-pack),1, $3.84 ,9/19/2003,"165 Spruce St, Boston, MA 02215"
251292,Google Phone,1, $600.00 ,9/19/2004,"670 2nd St, Los Angeles, CA 90001"
251293,iPhone,1, $700.00 ,9/19/2009,"558 North St, Dallas, TX 75001"
251294,USB-C Charging Cable,1, $11.95 ,9/19/2027,"467 Walnut St, Seattle, WA 98101"
251295,34in Ultrawide Monitor,1, $379.99 ,9/19/2005,"63 Wilson St, San Francisco, CA 94016"
251296,Google Phone,1, $600.00 ,9/19/2017,"624 Highland St, Seattle, WA 98101"
251297,iPhone,1, $700.00 ,9/19/2013,"390 River St, Portland, OR 97035"
251297,Wired Headphones,1, $11.99 ,9/19/2013,"390 River St, Portland, OR 97035"
251298,Wired Headphones,2, $11.99 ,9/19/2006,"732 River St, Boston, MA 02215"
251299,AA Batteries (4-pack),1, $3.84 ,9/19/2030,"150 River St, Los Angeles, CA 90001"
251300,Lightning Charging Cable,1, $14.95 ,9/19/2002,"608 Dogwood St, Los Angeles, CA 90001"
251301,Lightning Charging Cable,1, $14.95 ,9/19/2022,"833 Hill St, Los Angeles, CA 90001"
251302,AA Batteries (4-pack),1, $3.84 ,9/19/2018,"124 13th St, Seattle, WA 98101"
251303,Macbook Pro Laptop,1," $1,700.00 ",9/19/2009,"25 Lake St, New York City, NY 10001"
251304,34in Ultrawide Monitor,1, $379.99 ,9/19/2012,"829 Cedar St, Austin, TX 73301"
251305,Wired Headphones,1, $11.99 ,9/19/2022,"609 Main St, San Francisco, CA 94016"
251306,Apple Airpods Headphones,1, $150.00 ,9/19/2021,"776 Pine St, Boston, MA 02215"
251307,27in FHD Monitor,1, $149.99 ,9/19/2001,"492 Sunset St, Boston, MA 02215"
251308,Bose SoundSport Headphones,1, $99.99 ,9/19/2017,"999 Sunset St, Boston, MA 02215"
251309,Lightning Charging Cable,2, $14.95 ,9/19/2016,"980 West St, San Francisco, CA 94016"
251310,27in FHD Monitor,1, $149.99 ,9/19/2024,"47 Center St, Los Angeles, CA 90001"
251311,Wired Headphones,1, $11.99 ,9/19/2009,"400 Washington St, Portland, OR 97035"
